0.01	0	0.015002842926506022
0.05	0	0.26169945720490434
0.1	0	1.0690542226834856
0.3	0	9.499400859758174
0	-0.7	5.6810240322169445
0	-0.6	3.7204997042429064
0	-0.5	1.8036277483923266
0	-0.4	0.5912778359291835
0	0.4	1.5619694696441684
0	0.5	2.4746138108455216
0	0.6	2.8544219111375515
0	0.7	5.647661970813875
-0.15	0	1.0507321679793904
-0.12	0	0.6654166330806571
-0.09	0	0.3828811638557951
-0.06	0	0.18056202192862447
0.06	0	0.13865461984270994
0.09	0	0.3568319147550032
0.12	0	0.648026838638767
0.15	0	1.0104168966120093
-0.07	-0.7	5.884185261414349
-0.06	-0.6	4.604535234544059
-0.05	-0.5	2.272491706854642
-0.04	-0.4	0.9137586121974751
0.04	0.4	1.0706386231637326
0.05	0.5	2.212363472564407
0.06	0.6	3.808379754391321
0.07	0.7	4.514128817298128
